idx,DATA,Zona,Módulo,Código,Loc. Fina+Causa parada OU defeito API,Num,Duração,Carros,Comentário,O. T.,Desc_Zona,FAMÍLIA EQUIPAMENTO,Desc_Acc
2185,15/03/2022,EC1_Z1,B0MONAUTO,I3Z,Outra falha Sensores,1,0.137,0.12,falha de presença de peça,,UAV_Z1,1 - Dispositivos,EC1_Z1 - B0MONAUTO - Outra falha Sensores
2186,16/03/2022,EC1_Z2,F02MONAUTO,BBZ,Outra parada robo,1,8.825,7.48,falha de detecção e parada do K4,1032019040,UAV_Z2,6 - Robôs,EC1_Z2 - F02MONAUTO - Outra parada robo
2187,16/03/2022,EC1_Z2,F5RBPOINT,L36,Pb espessura fresa,1,5.138,4.35,falha de espessura após a fresa,1032019027,UAV_Z2,2 - Fresa de robô,EC1_Z2 - F5RBPOINT - Pb espessura fresa
2188,16/03/2022,EC1_Z2,G0RBMANUT,BCC,Distribut. goujon deregle,1,2.435,2.06,falha de envio pino,,UAV_Z2,9 - Tucker,EC1_Z2 - G0RBMANUT - Distribut. goujon deregle
2189,17/03/2022,EC1_Z1,A4RBMANUT,BCC,Distribut. goujon deregle,2,5.869,4.97,falha de envio,,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Distribut. goujon deregle
2190,18/03/2022,EC1_Z2,F2RBPOINT,L17,Pb pinça,1,15.377,10.53,falha na troca de pinça,1032042582,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Pb pinça
2191,10/10/2022,EC1_Z2,K3MONAUTO,DR1,Pb comunicação controlador,1,0.102,0.09,falha profinet,,UAV_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z2 - K3MONAUTO - Pb comunicação controlador
2192,11/10/2022,EC1_Z2,COM1,L13,Substituição pinça,1,8.738,7.60,troca pinça quebrada Rb G0 OT1033557294,1033557294,UAV_Z2,4 - Pinças robô,EC1_Z2 - COM1 - Substituição pinça
2193,11/10/2022,EC1_Z2,G0RBMANUT,U0H,Erro 23: Condição de arranque soldadura manual,2,1.589,1.38,falha de solda.,,UAV_Z2,4 - Pinças robô,EC1_Z2 - G0RBMANUT - Erro 23: Condição de arranque soldadura manual
2194,11/10/2022,EC1_Z1,COM1,DR1,Pb comunicação controlador,3,0.270,0.23,Def. barramento PROFINET address 991,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - Pb comunicação controlador
2195,13/10/2022,EC1_Z1,COM1,D81,Perturbação da Rede,4,0.476,0.41,Def. barramento PROFINET gipper k33,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - Perturbação da Rede
2196,13/10/2022,EC1_Z3,M1CMBACCUA,,Z3: M1C Def. detecção peça batente 1,1,0.033,0.03,,,UAV_Z3,12 - Transportador,EC1_Z3 - M1CMBACCUA - Z3: M1C Def. detecção peça batente 1
2197,14/10/2022,EC1_Z1,COM1,DR1,Pb comunicação controlador,5,0.615,0.53,Def. barramento PROFINET: Gripper K33,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - Pb comunicação controlador
2198,18/04/2022,EC1_Z2,F0PLATOUR,D7Z,Outra parada Pb rede API,1,3.518,1.58,falha de profinet,,UAV_Z2,1 - Dispositivos,EC1_Z2 - F0PLATOUR - Outra parada Pb rede API
2199,22/04/2022,EC1_Z2,F01MONAUTO,G11,Problema em 1 referência,1,10.113,4.56,colagem F7 e colisão F6,1032297979,UAV_Z2,1 - Dispositivos,EC1_Z2 - F01MONAUTO - Problema em 1 referência
2200,25/04/2022,EC1_Z2,F2RBPOINT,LR8,Problema limpeza eletro magnetica,1,0.135,0.06,mal contato pinos aplay,,UAV_Z2,4 - Pinças robô,EC1_Z2 - F2RBPOINT - Problema limpeza eletro magnetica
2201,27/04/2022,EC1_Z1,A6RBMA_PT,B0V,Falha ligação elétrica,1,2.168,1.95,falha profinet,,UAV_Z1,6 - Robôs,EC1_Z1 - A6RBMA_PT - Falha ligação elétrica
2202,27/04/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,1.993,0.90,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2203,27/04/2022,EC1_Z1,A4RBMANUT,U0B,Erro 016: Soldura em vazio,1,1.493,1.35,falha de solda,,UAV_Z1,6 - Robôs,EC1_Z1 - A4RBMANUT - Erro 016: Soldura em vazio
2204,28/04/2022,EC1_Z2,F1RBPOINT,BCM,Cabeça do pino suja,1,2.537,1.14,mal contato pinos,,UAV_Z2,3 - Trocadora de eletrodo,EC1_Z2 - F1RBPOINT - Cabeça do pino suja
2205,29/04/2022,EC1_Z1,B0MONAUTO,D2Z,Outra parada sensor,1,20.597,9.28,falta sinal avanço PLD griper A51,1032352494,UAV_Z1,1 - Dispositivos,EC1_Z1 - B0MONAUTO - Outra parada sensor
2206,29/04/2022,EC1_Z1,A6RBMA_PT,B0V,Falha ligação elétrica,1,3.358,3.03,falha profinet,,UAV_Z1,6 - Robôs,EC1_Z1 - A6RBMA_PT - Falha ligação elétrica
2207,02/05/2022,EC1_Z2,K5RBMANUT,B0V,Falha ligação elétrica,1,16.943,15.54,falha profinet Robo K5 K31,1032380919,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Falha ligação elétrica
2208,02/05/2022,EC1_Z2,F2RBPOINT,I0Z,Outra falha mecanismo,3,6.730,6.17,falha de movimento serragem tampa docking,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Outra falha mecanismo
2209,02/05/2022,EC1_Z2,K3MONAUTO,S21,Falha pinos,3,5.838,2.63,falha trocador: reset mop ok,1032381212,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - K3MONAUTO - Falha pinos
2210,02/05/2022,EC1_Z1,A4RBMANUT,U1G,Erro 102: Alimentador: Erro na separação dos perno,1,4.070,3.73,pino travado no separador ,,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Erro 102: Alimentador: Erro na separação dos perno
2211,02/05/2022,EC1_Z2,G0RBMANUT,L5Z,Outra parada solda,1,1.360,0.61,falha de solda,,UAV_Z2,4 - Pinças robô,EC1_Z2 - G0RBMANUT - Outra parada solda
2212,02/05/2022,EC1_Z1,COM1,B0V,Falha ligação elétrica,1,1.025,0.94,Def. barramento PROFINET A6,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - Falha ligação elétrica
2213,03/05/2022,EC1_Z1,E0RBMANUT,E24,Bloqueio mecânico motor,1,26.380,24.20,supervisão de movimento,1032382207,UAV_Z1,6 - Robôs,EC1_Z1 - E0RBMANUT - Bloqueio mecânico motor
2214,03/05/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,2,1.728,0.78,espessura negativa na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2215,04/05/2022,EC1_Z2,P0MONAUTO,B69,Depassement palette,1,12.338,11.32,palet retirado gerou falha,1032383589,UAV_Z2,12 - Transportador,EC1_Z2 - P0MONAUTO - Depassement palette
2216,04/05/2022,EC1_Z2,F7RBPOINT,BD7,Colagem eletrodo (Manut),1,8.457,3.81,colagem de eletrodo,1032383811,UAV_Z2,4 - Pinças robô,EC1_Z2 - F7RBPOINT - Colagem eletrodo (Manut)
2217,05/05/2022,EC1_Z1,A2D,X0T,Erro 260 - Erro de configuração de memoria,1,20.192,9.10,falha na transferencia (memória),1032393709,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - A2D - Erro 260 - Erro de configuração de memoria
2218,05/05/2022,EC1_Z2,K5RBMANUT,F31,Perda calibração axe robot,1,5.835,2.63,calibração pinça robo F2,1032385453,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Perda calibração axe robot
2219,23/05/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,2,4.188,1.89,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2220,26/05/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,9.002,4.05,falha de espessura na fresa,1032542952,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2221,30/05/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,3.250,1.46,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2222,30/05/2022,EC1_Z1,A6RBMA_PT,B09,Captador contaminado,1,0.033,0.03,Peça fora de posição,,UAV_Z1,14 - Erro operacional,EC1_Z1 - A6RBMA_PT - Captador contaminado
2223,31/05/2022,EC1_Z1,B0MONAUTO,BA6,Peça mal posicionada autom.,4,173.725,109.87,locator fora de posição,1032593027,UAV_Z1,1 - Dispositivos,EC1_Z1 - B0MONAUTO - Peça mal posicionada autom.
2224,31/05/2022,EC1_Z2,K3MONAUTO,B0T,Destruição sensor mecânico,1,19.870,8.95,quebra suporte sensor,1032593254,UAV_Z2,1 - Dispositivos,EC1_Z2 - K3MONAUTO - Destruição sensor mecânico
2225,02/06/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,6.068,2.73,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2226,07/06/2022,EC1_Z2,F2RBPOINT,BBZ,Outra parada robo,1,1.658,1.11,falha na troca de pinça,,UAV_Z2,4 - Pinças robô,EC1_Z2 - F2RBPOINT - Outra parada robo
2227,13/06/2022,EC1_Z2,K7DMBACCUS,B0H,Leitura / escrita pb,1,14.742,11.79,falha de leitura da tag cabide 3,1032695810,UAV_Z2,12 - Transportador,EC1_Z2 - K7DMBACCUS - Leitura / escrita pb
2228,13/06/2022,EC1_Z3,M0DMBACCUS,I3Z,Outra falha Sensores,1,13.530,10.82,falha sinal recuo  RC3,1032696007,UAV_Z3,12 - Transportador,EC1_Z3 - M0DMBACCUS - Outra falha Sensores
2229,14/06/2022,EC1_Z3,M0CMBACCUA,EQ2,Pb tensão corrente móvel,1,5.152,4.68,arrastador travou no troler do cabide 28,1032696870,UAV_Z3,12 - Transportador,EC1_Z3 - M0CMBACCUA - Pb tensão corrente móvel
2230,15/06/2022,EC1_Z2,F2RBPOINT,PI2,Pb trocador,1,7.378,6.05,falha na troca de pinça,1032699991,UAV_Z2,4 - Pinças robô,EC1_Z2 - F2RBPOINT - Pb trocador
2231,20/06/2022,EC1_Z2,H2DMBACCUS,B0H,Leitura / escrita pb,1,3.315,3.01,cabide travado batente 9,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Leitura / escrita pb
2232,21/06/2022,EC1_Z2,F2RBPOINT,BBZ,Outra parada robo,1,4.392,3.99,falha de sistema,1032752143,UAV_Z2,6 - Robôs,EC1_Z2 - F2RBPOINT - Outra parada robo
2233,22/06/2022,EC1_Z2,K5RBMANUT,BBZ,Outra parada robo,2,7.662,6.97,AGUARDANDO EVENTO 12,,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Outra parada robo
2234,23/06/2022,EC1_Z3,M0DMBACCUS,DK3,Cilindro travado,1,13.253,12.05,retacagem travado na metado do curso,1032762089,UAV_Z3,1 - Dispositivos,EC1_Z3 - M0DMBACCUS - Cilindro travado
2235,24/06/2022,EC1_Z2,K5RBMANUT,BBZ,Outra parada robo,2,45.639,41.49,interlook entre robos,1032774478,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Outra parada robo
2236,24/06/2022,EC1_Z2,H2DMBACCUS,EQ8,Pb posição queda,3,8.029,7.30,cabide 8 travado batente 9,1032774790,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Pb posição queda
2237,27/06/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,8.192,7.45,pallet travado,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2238,27/06/2022,EC1_Z2,F6RBPOINT,BBZ,Outra parada robo,1,4.842,4.40,Falha de solda,,UAV_Z2,4 - Pinças robô,EC1_Z2 - F6RBPOINT - Outra parada robo
2239,27/06/2022,EC1_Z2,K5RBMANUT,BF1,Posicionamento robo / ferramenta,4,0.132,0.12,falha na troca de gripper,,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Posicionamento robo / ferramenta
2240,28/06/2022,EC1_Z2,K5RBMANUT,BF1,Posicionamento robo / ferramenta,3,0.101,0.09,Falha na troca do gripper,,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Posicionamento robo / ferramenta
2241,29/06/2022,EC1_Z3,M0DMBACCUS,B0O,Pb reconhecimento suporte,3,14.951,13.59,rc3 não abiu totalmente no cabide 26,1032806623,UAV_Z3,12 - Transportador,EC1_Z3 - M0DMBACCUS - Pb reconhecimento suporte
2242,29/06/2022,EC1_Z1,A4RBMANUT,U0B,Erro 016: Soldura em vazio,1,3.500,3.18,Pino travado na régua do alimentador,,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Erro 016: Soldura em vazio
2243,29/06/2022,EC1_Z2,K2DMBACCUS,B6X,Suporte travado + Nº suporte,1,0.608,0.55,Pallet travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - K2DMBACCUS - Suporte travado + Nº suporte
2244,30/06/2022,EC1_Z1,C0,D2Z,Outra parada sensor,1,3.057,2.41,Oscilação no sensor de presença,,UAV_Z1,5 - Gripper,EC1_Z1 - C0 - Outra parada sensor
2245,30/06/2022,EC1_Z3,M0CMBACCUA,E0A,Deslizamento limitador de torque,1,2.490,1.96,M0C Def. Limite de torque excedido,1032807588,UAV_Z3,12 - Transportador,EC1_Z3 - M0CMBACCUA - Deslizamento limitador de torque
2246,04/07/2022,EC1_Z2,K5RBMANUT,BF1,Posicionamento robo / ferramenta,2,44.259,40.24,FALHA TROCA DE FERRAMENTA,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - K5RBMANUT - Posicionamento robo / ferramenta
2247,04/07/2022,EC1_Z1,A4RBMANUT,L5Z,Outra parada solda,1,3.903,3.25,falha de solda,,UAV_Z1,4 - Pinças robô,EC1_Z1 - A4RBMANUT - Outra parada solda
2248,05/07/2022,EC1_Z2,H2DMBACCUS,EPX,Pb posição suporte + Nº suporte,1,4.090,3.41,cabide 10 travou na descida ,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Pb posição suporte + Nº suporte
2249,07/07/2022,EC1_Z2,K9RBCOLLE,D2Z,Outra parada sensor,5,12.643,10.54,Sensor com mal contato no cabo de sinal,,UAV_Z2,1 - Dispositivos,EC1_Z2 - K9RBCOLLE - Outra parada sensor
2250,07/07/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,4.408,3.67,Pallet travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2251,07/07/2022,EC1_Z2,F1RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.270,0.25,F1 Def. Trocador de ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Posicionamento robo / ferramenta
2252,08/07/2022,EC1_Z3,M0DMBACCUS,DKZ,Outra parada cilindro,5,18.411,15.34,escapou haste do clindro,,UAV_Z3,12 - Transportador,EC1_Z3 - M0DMBACCUS - Outra parada cilindro
2253,09/07/2022,EC1_Z2,F1RBPOINT,L8Z,Outra parada trocador,1,8.255,6.88,Após reset no IHM: ilha parada sem falha.,1032861870,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Outra parada trocador
2254,09/07/2022,EC1_Z2,F2RBPOINT,L8Z,Outra parada trocador,1,6.753,5.63,em analise,1032861873,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Outra parada trocador
2255,11/07/2022,EC1_Z2,H2DMBACCUS,B51,Suporte vazio,1,4.502,3.75,cabide travado batente 9,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte vazio
2256,11/07/2022,EC1_Z2,F2RBPOINT,BBZ,Outra parada robo,1,4.315,3.60,falha na troca de pinça,,UAV_Z2,4 - Pinças robô,EC1_Z2 - F2RBPOINT - Outra parada robo
2257,12/07/2022,EC1_Z2,G0RBMANUT,L5Z,Outra parada solda,1,2.100,1.75,falha de solda,,UAV_Z2,4 - Pinças robô,EC1_Z2 - G0RBMANUT - Outra parada solda
2258,13/07/2022,EC1_Z2,G0RBMANUT,BBZ,Outra parada robo,1,24.967,22.70,troca base do piloto ,1032922059,UAV_Z2,6 - Robôs,EC1_Z2 - G0RBMANUT - Outra parada robo
2259,13/07/2022,EC1_Z2,F6RBPOINT,BBZ,Outra parada robo,1,24.857,22.60,colisão F6 com G0,1032922058,UAV_Z2,6 - Robôs,EC1_Z2 - F6RBPOINT - Outra parada robo
2260,13/07/2022,EC1_Z2,F1RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.980,0.89, F1 Def. Trocador de ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Posicionamento robo / ferramenta
2261,14/07/2022,EC1_Z2,COM1,D23,Célula HS,1,3.187,2.66,ABERTURA DE PORTA,,UAV_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z2 - COM1 - Célula HS
2262,14/07/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.405,0.37,F2 Def. Trocador de ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2263,20/07/2022,EC1_Z2,H0RBMA_PT,LR3,Problema fresa,6,19.409,16.17,falha sensor rotação da fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - H0RBMA_PT - Problema fresa
2264,20/07/2022,EC1_Z2,H0RBMA_PT,L36,Pb espessura fresa,8,16.887,15.35,Falha de fresa.   (FRAIONK1 Á 1.),,UAV_Z2,2 - Fresa de robô,EC1_Z2 - H0RBMA_PT - Pb espessura fresa
2265,20/07/2022,EC1_Z2,F2RBPOINT,B16,Detector de nível desajustado,2,2.471,2.25,F2 Def. Trocador de ferramenta.,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Detector de nível desajustado
2266,20/07/2022,EC1_Z1,A6RBMA_PT,F11,Problema conectividade,2,2.040,1.85,Falha cabo profinet.,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - A6RBMA_PT - Problema conectividade
2267,20/07/2022,EC1_Z2,H2DMBACCUS,EPO,Pb batente escamoteável,1,1.722,1.44,cabide 5 travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Pb batente escamoteável
2268,21/07/2022,EC1_Z2,H2DMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,1,2.370,2.15,Pallet 5 travado na descarga.,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Pb alinhamento suporte Nº suporte
2269,21/07/2022,EC1_Z2,H2DMBACCUS,B6A,Palete danificado,1,1.592,1.33,palete 5 travou batente 9: retirado p revi,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Palete danificado
2270,21/07/2022,EC1_Z2,P1RBPOINT,F11,Problema conectividade,1,1.588,1.44,Problema de conectividade do robô.,,UAV_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z2 - P1RBPOINT - Problema conectividade
2271,22/07/2022,EC1_Z2,F03MONAUTO,BD7,Colagem eletrodo (Manut),1,16.927,15.39,colagem de eletrodo,1032979641,UAV_Z2,4 - Pinças robô,EC1_Z2 - F03MONAUTO - Colagem eletrodo (Manut)
2272,22/07/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,4.215,3.83,pallet travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2273,22/07/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,3.328,3.03,falha na troca de pinça,,UAV_Z2,3 - Trocadora de eletrodo,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2274,26/07/2022,EC1_Z2,F0PLATOUR,BM9,Célula de presença de veículo com sujeira,1,1.890,1.72,falha presença de griper,,UAV_Z2,1 - Dispositivos,EC1_Z2 - F0PLATOUR - Célula de presença de veículo com sujeira
2275,26/07/2022,EC1_Z2,K5RBMANUT,BF1,Posicionamento robo / ferramenta,4,0.136,0.12,K5 Def. Trocador de ferramenta.,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - K5RBMANUT - Posicionamento robo / ferramenta
2276,27/07/2022,EC1_Z2,K5RBMANUT,BF1,Posicionamento robo / ferramenta,6,0.198,0.18,K5 Def. Trocador de ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - K5RBMANUT - Posicionamento robo / ferramenta
2277,28/07/2022,EC1_Z2,F2RBPOINT,B0V,Falha ligação elétrica,1,2.372,2.16,falha na troca: reset ok ,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Falha ligação elétrica
2278,29/07/2022,EC1_Z2,F0PLATOUR,EPH,Pb posição,2,12.990,11.81,F0 Def. mesa,,UAV_Z2,18 - Mesas,EC1_Z2 - F0PLATOUR - Pb posição
2279,29/07/2022,EC1_Z2,K3MONAUTO,F12,Cabo robo com defeito,15,2.420,2.20,Falha de profinet.,,UAV_Z2,6 - Robôs,EC1_Z2 - K3MONAUTO - Cabo robo com defeito
2280,29/07/2022,EC1_Z2,K3MONAUTO,BBZ,Outra parada robo,1,0.102,0.09,Falha profinet.,,UAV_Z2,6 - Robôs,EC1_Z2 - K3MONAUTO - Outra parada robo
2281,29/07/2022,EC1_Z2,K5RBMANUT,F11,Problema conectividade,2,0.066,0.06,Falha conectores applyed,,UAV_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z2 - K5RBMANUT - Problema conectividade
2282,02/08/2022,EC1_Z2,G0RBMANUT,L5Z,Outra parada solda,1,15.647,14.22, Def. gerador Pino (goujon) 33050711,,UAV_Z2,9 - Tucker,EC1_Z2 - G0RBMANUT - Outra parada solda
2283,02/08/2022,EC1_Z2,H2DMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,1,3.050,2.77,Pallet 6 travado no batrente 8 e 9. Descar,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Pb alinhamento suporte Nº suporte
2284,03/08/2022,EC1_Z2,K2DMBACCUS,S81,Falha travamento suporte,4,23.106,21.01,palet travado no percurso,,UAV_Z2,12 - Transportador,EC1_Z2 - K2DMBACCUS - Falha travamento suporte
2285,05/08/2022,EC1_Z1,COM1,BBZ,Outra parada robo,1,12.125,10.54,Calibraç força pinça RB F03,1033072348,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - Outra parada robo
2286,05/08/2022,EC1_Z2,L0RBMANUT,G52,Prolema Piloto,2,7.421,6.75,piloto ficou com sinal duplicado,,UAV_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z2 - L0RBMANUT - Prolema Piloto
2287,05/08/2022,EC1_Z3,M1CMBACCUA,EPZ,Outra parada transportador,2,3.815,3.47,transportador parou no momento deposito,,UAV_Z3,12 - Transportador,EC1_Z3 - M1CMBACCUA - Outra parada transportador
2288,05/08/2022,EC1_Z2,K3MONAUTO,D2Z,Outra parada sensor,2,3.760,3.27,sensor acionado avanç e recuo,,UAV_Z2,1 - Dispositivos,EC1_Z2 - K3MONAUTO - Outra parada sensor
2289,09/08/2022,EC1_Z1,B3RBPOINT,BBZ,Outra parada robo,1,17.063,15.51,Z1: Perda MARCHA CICLO,1033096132,UAV_Z1,6 - Robôs,EC1_Z1 - B3RBPOINT - Outra parada robo
2290,11/08/2022,EC1_Z2,J0RBMA_PT,BBZ,Outra parada robo,1,3.365,3.06,Falha ao fazer Backup ,,UAV_Z2,6 - Robôs,EC1_Z2 - J0RBMA_PT - Outra parada robo
2291,24/08/2022,EC1_Z2,F3RBPOINT,C51,Troca prevista de eletrodo,1,0.000,0.00,TROCA DE ELETRODO F2/F1/F3/F4/F5/F6/F7/F8,,UAV_Z2,3 - Trocadora de eletrodo,EC1_Z2 - F3RBPOINT - Troca prevista de eletrodo
2292,25/08/2022,EC1_Z2,H2DMBACCUS,EP5,Suporte HS + Nº suporte,1,2.272,1.98,PALLET 13 TRAVADO BATENTE 8,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte HS + Nº suporte
2293,26/08/2022,EC1_Z2,L0RBMANUT,BBZ,Outra parada robo,1,7.435,6.47,L0  interloc  com G0,1033213761,UAV_Z2,6 - Robôs,EC1_Z2 - L0RBMANUT - Outra parada robo
2294,26/08/2022,EC1_Z2,H2DMBACCUS,EP5,Suporte HS + Nº suporte,1,2.732,2.38,palle 8 travado no batente 8,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte HS + Nº suporte
2295,26/08/2022,EC1_Z1,COM1,,ILOT: Def. barramento PROFINET,1,0.548,0.48,<API:ILOT: Def. barramento PROFINET>,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - ILOT: Def. barramento PROFINET
2296,29/08/2022,EC1_Z2,F7RBPOINT,BDJ,Filtro água,1,11.477,9.98,RESPIRO DO FILTRO QUEBRADO,1033241448,UAV_Z2,6 - Robôs,EC1_Z2 - F7RBPOINT - Filtro água
2297,29/08/2022,EC1_Z1,A5RBMA_PT,B0V,Falha ligação elétrica,5,8.750,7.61,Def. barramento PROFINET,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - A5RBMA_PT - Falha ligação elétrica
2298,30/08/2022,EC1_Z1,B0MONAUTO,L0Z,Outra parada sequenciador,1,4.985,4.33,falha de marrieage mesa B0,,UAV_Z1,20 - Outros,EC1_Z1 - B0MONAUTO - Outra parada sequenciador
2299,01/09/2022,EC1_Z2,H2DMBACCUS,IHZ,Outra falha Geometria / estrutura,3,8.494,7.39,cabide 5 travado,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Outra falha Geometria / estrutura
2300,02/09/2022,EC1_Z2,H2DMBACCUS,B0H,Leitura / escrita pb,2,7.582,6.59,cabide 5 travando ,1033268266,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Leitura / escrita pb
2301,02/09/2022,EC1_Z2,F02MONAUTO,PE1,Trocador HS,2,5.780,5.03,FALHA NO TROCADOR DE FERRAMENTA,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F02MONAUTO - Trocador HS
2302,02/09/2022,EC1_Z2,F2RBPOINT,BBZ,Outra parada robo,1,2.202,1.91,falha na troca de pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Outra parada robo
2303,05/09/2022,EC1_Z2,G0RBMANUT,U0H,Erro 23: Condição de arranque soldadura manual,2,9.390,8.17,falha na solda OT 1033293878,,UAV_Z2,4 - Pinças robô,EC1_Z2 - G0RBMANUT - Erro 23: Condição de arranque soldadura manual
2304,05/09/2022,EC1_Z2,P0MONAUTO,I2Z,Outra falha Qualidade ferramenta,2,8.187,7.12,SERRAGEM TRAVANDO NO RECUO,,UAV_Z2,1 - Dispositivos,EC1_Z2 - P0MONAUTO - Outra falha Qualidade ferramenta
